Merk,Uitvoering,Type,Datum eerste toelating
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20220721.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20220922.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20200528.0
BMW,0AW5000S,Benzine,20221214.0
BMW,0AB50000,Benzine,20221213.0
PORSCHE,1151000,Benzine,20220228.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,Benzine,20220921.0
OPEL,ZKXZ-40J000,Benzine,20221017.0
AUDI,QE1QE1G1Z02RT61C220GAAEM1,Benzine,20220412.0
MERCEDES-BENZ,ZZAM050B,Benzine,20221223.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1O,Benzine,20220223.0
AUDI,QE1QE1G1Z02RT61C210GAAEM1,Benzine,20221019.0
AUDI,QE1QE1G1Z02RT51B200GAAEM1,Benzine,20220830.0
BMW,0AW5000A,Benzine,20220916.0
PORSCHE,1141000,Benzine,20221105.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20220222.0
AUDI,QE1QE1G1Z02RT51C220GAAEM1,Benzine,20220607.0
VOLKSWAGEN,OPE1MH00201BSA,Benzine,20221005.0
OPEL,ZKXZ-40L000,Benzine,20221014.0
MERCEDES-BENZ,2EDE0XX8XXXX,Benzine,20211019.0
VOLKSWAGEN,OPE1MH0020O1BSA,Benzine,20221114.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,Benzine,20211126.0
MERCEDES-BENZ,2EDE0XX7XXXX,Benzine,20210413.0
MERCEDES-BENZ,ZZAA050C,Benzine,20220224.0
MERCEDES-BENZ,2EDF0XX7XXLX,Benzine,20221206.0
VOLKSWAGEN,OPE1MH0020O1BSA,Benzine,20221117.0
VOLKSWAGEN,A0O51AA,Benzine,20221222.0
VOLKSWAGEN,DAE1G1Z010M1ASA,Diesel,20220721.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20200615.0
OPEL,ZKXZ-40L000,Benzine,20221208.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20220830.0
PORSCHE,1150000,Benzine,20221027.0
PORSCHE,1140000,Benzine,20221112.0
AUDI,QE1QE1G1Z01RT31A190GAAEM1,Benzine,20221229.0
VOLKSWAGEN,OPE1MH0020O1ALA,Benzine,20221012.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0O,Benzine,20220930.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20221126.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20221128.0
AUDI,QE2QE2G1X01RT011B200GAAEM0FS,Benzine,20220328.0
VOLKSWAGEN,OPE1MH0020O1BSA,Benzine,20220819.0
AUDI,QE1QE1G1Z02RT61B200GAAEM1,Benzine,20230103.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20221224.0
AUDI,QE1QE1G1Z01RT31A190GAAEM1,Benzine,20221227.0
VOLKSWAGEN,OPE1MH0020O1ALA,Benzine,20221018.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0U,Benzine,20201012.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20230105.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20230106.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,Benzine,20180919.0
AUDI,QE1QE1G1Z02RT51C220GAAEM1,Benzine,20230111.0
OPEL,ZKXZ-X0A000,Benzine,20200304.0
BMW,0AH50000,Benzine,20221217.0
MERCEDES-BENZ,ZZAA050A,Benzine,20221202.0
VOLKSWAGEN,OPE1MH0020O1ALA,Benzine,20220905.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1,Benzine,20220923.0
MERCEDES-BENZ,ZZAM054B,Benzine,20221028.0
AUDI,HE1HE1G1Z01RT021A200GAAEM0,Benzine,20221119.0
AUDI,HE1HE1G1Z01RT021A190GAAEM0,Benzine,20221228.0
VOLKSWAGEN,OPE1MH0020O1ALA,Benzine,20221227.0
MERCEDES-BENZ,ZZAA050B,Benzine,20221031.0
OPEL,ZKXZ-X0L000,Benzine,20220815.0
AUDI,QE1QE1G1Z01RT31A190GAAEM1,Benzine,20220831.0
MERCEDES-BENZ,ZZAA050A,Benzine,20221231.0
BMW I,0AW4000S,Elektrisch,20200127.0
AUDI,HE1HE1G1Z01RT021A190GAAEM0O,Benzine,20220216.0
VOLKSWAGEN,OPE1MH00201BSA,Benzine,20230102.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1,Benzine,20220725.0
AUDI,QE1QE1G1Z01RT11A190GAAEM1,Benzine,20220813.0
MERCEDES-BENZ,ZZAM050C,Benzine,20221223.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0O,Benzine,20220913.0
MERCEDES-BENZ,ZZAA050A,Benzine,20220916.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20221025.0
MERCEDES-BENZ,ZZAL050B,Benzine,20221028.0
VOLKSWAGEN,BPE1MH0020O1ANA,Benzine,20221124.0
VOLKSWAGEN,,Benzine,20221208.0
MERCEDES-BENZ,ZZAM050B,Benzine,20230107.0
AUDI,QE1QE1G1Z01RT11A190GAAEM1,Benzine,20221011.0
PORSCHE,1141000,Benzine,20221102.0
VOLKSWAGEN,C0O51AA,Benzine,20221118.0
AUDI,QE1QE1G1Z01RT11A190GAAEM1,Benzine,20221116.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20220723.0
VOLKSWAGEN,DAE1G1Z010O1ASA,Diesel,20220817.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20221024.0
PORSCHE,1140000,Benzine,20221101.0
OPEL,ZKXZ-X0C000,Benzine,20220825.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20220126.0
MERCEDES-BENZ,3EDE0XX8XXLX,Benzine,20230131.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1M,Benzine,20211228.0
VOLKSWAGEN,DAE1G1Z010O1ASA,Diesel,20220801.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20220223.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1M,Benzine,20220726.0
MERCEDES-BENZ,ZZAM050B,Benzine,20220721.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20220112.0
OPEL,ZKXZ-X0C000,Benzine,20220920.0
MERCEDES-BENZ,ZZAR052E,Benzine,20220914.0
AUDI,QE1QE1G1Z02RT51B200GAAEM1,Benzine,20221124.0
BMW,0AW50700,Benzine,20221224.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20220719.0
AUDI,QE1QE1G1Z01RT11A190GAAEM1,Benzine,20220915.0
BMW I,0A040000,Elektrisch,20151117.0
OPEL,ZKXZ-40L000,Benzine,20221018.0
AUDI,QE1QE1G1Z02RT51C220GAAEM1,Benzine,20221123.0
BMW I,0A040000,Elektrisch,20150921.0
PORSCHE,1051000,Benzine,20220824.0
VOLKSWAGEN,OPE1MH0020O1ALA,Benzine,20221024.0
AUDI,QE1QE1G1Z02RT61C210GAAEM1,Benzine,20221116.0
AUDI,QE1QE1G1Z01RT31B210GAAEM0,Benzine,20210518.0
AUDI,QE2QE2G1X01RT011B190GAAEM0FL,Benzine,20221119.0
MERCEDES-BENZ,2EDF0XX7XXXX,Benzine,20211028.0
VOLKSWAGEN,OPE1MH0020O1ALA,Benzine,20220824.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20220829.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20220801.0
MERCEDES-BENZ,ZZAAA70A,Benzine,20220923.0
AUDI,QE1QE1G1Z02RT51C220GAAEM1,Benzine,20220924.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20220919.0
VOLKSWAGEN,OPE1MH00201BSA,Benzine,20221006.0
AUDI,QE1QE1G1Z05RT011B200GAAEM0FLC,Benzine,20241113.0
AUDI,QE2QE2G1X01RT021B210GAAEM0FL,Benzine,20220905.0
AUDI,QE1QE1G1Z01RT11B200GABEM0,Benzine,20190528.0
VOLKSWAGEN,BPE1MH0020O1ASA,Benzine,20220802.0
VOLKSWAGEN,DAE1G1Z010O1ASA,Diesel,20220902.0
AUDI,QE1QE1G1Z02RT51C210GAAEM1,Benzine,20221102.0
MERCEDES-BENZ,ZZAR050E,Benzine,20221031.0
AUDI,QE1QE1G1Z01RT31B210GAAEM0,Benzine,20210216.0
VOLKSWAGEN,C0O51AA,Benzine,20221129.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20221125.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20230314.0
PORSCHE,1141000,Benzine,20220808.0
OPEL,ZKXZ-X0J000,Benzine,20221019.0
OPEL,ZKXZ-X0J000,Benzine,20221119.0
OPEL,ZKXZ-40J000,Benzine,20221114.0
OPEL,ZKXZ-N7700L,Benzine,20220323.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,Benzine,20211124.0
AUDI,QE1QE1G1Z02RT61C220GAAEM1,Benzine,20220628.0
VOLKSWAGEN,C0M51BA,Benzine,20220105.0
VOLKSWAGEN,N3000DNA1AE55,Benzine,20230505.0
OPEL,ZKXZ-X0C000,Benzine,20221020.0
OPEL,ZKXZ-40J000,Benzine,20220830.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,Elektrisch,20180208.0
BMW,0AW50000,Benzine,20230405.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20210112.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20220920.0
VOLKSWAGEN,D051AA,Diesel,20221128.0
BMW,0AA50000,Benzine,20221214.0
BMW,0AC50000,Benzine,20230225.0
MERCEDES-BENZ,ZZAM050C,Benzine,20220805.0
AUDI,QE1QE1G1Z02RT61C220GAAEM1,Benzine,20220615.0
VOLKSWAGEN,BPE1MH0020M1ANA,Benzine,20220914.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1M,Benzine,20220209.0
VOLKSWAGEN,D0O51AA,Diesel,20220916.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20220810.0
VOLKSWAGEN,OPE1MH00201BSA,Benzine,20221205.0
BMW,0AW50700,Benzine,20221214.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20220720.0
AUDI,QE1QE1G1Z01RT11A190GAAEM1,Benzine,20220818.0
AUDI,QE1QE1G1Z02RT51C210GAAEM1,Benzine,20220812.0
VOLKSWAGEN,DAE1G1Z0101ASA,Diesel,20221117.0
BMW,0AA50900,Benzine,20221216.0
PORSCHE,1151000,Benzine,20220823.0
VOLKSWAGEN,OPE1MH0020O1BSA,Benzine,20221008.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,Benzine,20221029.0
AUDI,QE1QE1G1Z03RT011A210GAAEM0,Benzine,20221117.0
BMW,0AW5000B,Benzine,20250929.0
VOLKSWAGEN,C0M51AA,Benzine,20210222.0
MERCEDES-BENZ,ZZAM052B,Benzine,20220914.0
BMW,0AA50900,Benzine,20221122.0
PORSCHE,1150000,Benzine,20221217.0
AUDI,HE1HE1G1Z01RT021A210GAAEM0,Benzine,20221230.0
AUDI,QE1QE1G1Z02RT51C210GAAEM1,Benzine,20220805.0
OPEL,,Benzine,20221019.0
VOLKSWAGEN,OPE1MH00201BSA,Benzine,20221119.0
AUDI,QE1QE1G1Z02RT51C220GAAEM1,Benzine,20221129.0
OPEL,ZKXZ-X0L000,Benzine,20221119.0
AUDI,QE1QE1G1Z01RT11A190GAAEM1,Benzine,20221213.0
AUDI,QE2QE2G1X01RT011B210GAAEM0FL,Benzine,20220910.0
MERCEDES-BENZ,ZZAAA51A,Benzine,20221111.0
VOLKSWAGEN,DAE1G1Z0101ASA,Diesel,20221116.0
AUDI,HE1HE1G1Z02RT011A200GAAEM0FLC,Benzine,20250926.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,Benzine,20220914.0
MERCEDES-BENZ,ZZAM054B,Benzine,20220804.0
MERCEDES-BENZ,ZZAM052B,Benzine,20220802.0
AUDI,QE1QE1G1Z01RT11A190GAAEM1,Benzine,20221223.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20211108.0
VOLKSWAGEN,OPE1MH0020M1ASA,Benzine,20220912.0
VOLKSWAGEN,A0O51AA,Benzine,20220421.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20200113.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20201001.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20190618.0
AUDI,QE1QE1G1Z02RT61C220GAAEM1,Benzine,20221125.0
MERCEDES-BENZ,2EDE0XX6XXXX,Benzine,20201218.0
MERCEDES-BENZ,ZZAA050A,Benzine,20220426.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,Benzine,20220905.0
AUDI,QE2QE2G1X01RT011B210GAAEM0FL,Benzine,20221216.0
AUDI,QE1QE1G1Z03RT011A210GAAEM0,Benzine,20221230.0
AUDI,HE1HE1G1Z02RT051B210GAAEM0FLS,Benzine,20250930.0
AUDI,QE1QE1G1Z02RT61C220GAAEM1,Benzine,20221026.0
BMW,0AW50000,Benzine,20221203.0
OPEL,ZKXZ-40B000,Benzine,20211110.0
AUDI,HE1HE1G1Z01RT021A200GAAEM0,Benzine,20221228.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20221215.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20220927.0
AUDI,QE1QE1G1Z01RT11A190GAAEM1,Benzine,20221027.0
VOLKSWAGEN,A051AA,Benzine,20221209.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1M,Benzine,20220909.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20221029.0
VOLKSWAGEN,OPE1MH00201BSA,Benzine,20221126.0
VOLKSWAGEN,FA1FA1CZ003E0GAON1ML01VR0,Benzine,20160704.0
AUDI,HE1HE1G1Z01RT021A210GAAEM0O,Benzine,20220112.0
OPEL,ZKXZ-X0C000,Benzine,20220921.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20220823.0
AUDI,QE1QE1G1Z02RT51C210GAAEM1,Benzine,20220902.0
PORSCHE,1151000,Benzine,20221203.0
AUDI,QE1QE1G1Z01RT31C220GAAEM0U,Benzine,20201019.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20220214.0
PORSCHE,1041000,Benzine,20211228.0
PORSCHE,1150000,Benzine,20220412.0
MERCEDES-BENZ,ZZAA050B,Benzine,20220810.0
AUDI,QE1QE1G1Z02RT61C220GAAEM1,Benzine,20221228.0
MERCEDES-BENZ,ZZAR050E,Benzine,20220818.0
VOLKSWAGEN,OPE1MH0020O1ALA,Benzine,20221221.0
OPEL,ZKXZ-40B000,Benzine,20210408.0
OPEL,ZKXZ-X0A000,Benzine,20220127.0
BMW,0AW50700,Benzine,20221022.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20220905.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1O,Benzine,20221101.0
BMW,0AA50000,Benzine,20250930.0
OPEL,ZKWZ-G0V001,Benzine,20250930.0
MERCEDES-BENZ,ZZAL050C,Benzine,20220817.0
BMW,,Benzine,20210505.0
AUDI,QE1QE1G1Z03RT021A200GAAEM0,Benzine,20221126.0
MERCEDES-BENZ,ZZAAA51A,Benzine,20220727.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20250929.0
MERCEDES-BENZ,ZZAM054B,Benzine,20220816.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20190225.0
VOLKSWAGEN,OPE1MH00201BSA,Benzine,20221130.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20220721.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20221109.0
OPEL,ZKXZ-X0A000,Benzine,20210720.0
MERCEDES-BENZ,2EDF0XX6XXXX,Benzine,20211019.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20211005.0
AUDI,QE2QE2G1X01RT011B200GAAEM0FS,Benzine,20221111.0
VOLKSWAGEN,DAE1G1Z010M1ASA,Diesel,20221012.0
VOLKSWAGEN,OPE1MH00201BSA,Benzine,20221028.0
VOLKSWAGEN,DAE1G1Z0101ASA,Diesel,20221217.0
MERCEDES-BENZ,ZZAM054B,Benzine,20220721.0
OPEL,ZKXZ-X0J000,Benzine,20221125.0
VOLKSWAGEN,BPE1MH0020M1ANA,Benzine,20210722.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20210224.0
VOLKSWAGEN,OPE1MH0020O1BSA,Benzine,20221215.0
MERCEDES-BENZ,ZZAA050B,Benzine,20220726.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0,Benzine,20220922.0
MERCEDES-BENZ,ZZAR052E,Benzine,20221028.0
MERCEDES-BENZ,ZZAA050B,Benzine,20221109.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20200928.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20221015.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,Benzine,20221119.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20190722.0
MERCEDES-BENZ,ZZAM050C,Benzine,20221027.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20230504.0
MERCEDES-BENZ,3EDF0XX7XXLX,Benzine,20220722.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20221018.0
OPEL,ZKXZ-N7R00N,Benzine,20210118.0
MERCEDES-BENZ,ZZAM050B,Benzine,20220421.0
AUDI,QE1QE1G1Z02RT51B200GAAEM1,Benzine,20221117.0
OPEL,ZKXZ-N7800N,Benzine,20221129.0
AUDI,QE1QE1G1Z02RT21C210GAAEM0V,Benzine,20201126.0
VOLKSWAGEN,OPE1MH0020M1BSA,Benzine,20220831.0
OPEL,ZKXZ-40L000,Benzine,20221216.0
AUDI,QE2QE2G1X01RT031B210GAAEM0FL,Benzine,20220126.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20221014.0
AUDI,QE1QE1G1Z01RT31B200GAAEM1,Benzine,20221219.0
PORSCHE,1151000,Benzine,20220307.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20201221.0
OPEL,ZKXZ-40B000,Benzine,20220317.0
MERCEDES-BENZ,ZZAA050A,Benzine,20221024.0
AUDI,QE2QE2G1X01RT011B200GAAEM0FL,Benzine,20221025.0
VOLKSWAGEN,OPE1MH0020O1ALA,Benzine,20221202.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20221014.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20220812.0
MERCEDES-BENZ,ZZAAA70A,Benzine,20220824.0
AUDI,QE1QE1G1Z03RT011A190GAAEM0,Benzine,20220808.0
VOLKSWAGEN,BPE1MH0020M1ANA,Benzine,20221012.0
MERCEDES-BENZ,ZZAA050B,Benzine,20220811.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1M,Benzine,20211124.0
VOLKSWAGEN,OPE1MH0020M1BSA,Benzine,20220909.0
VOLKSWAGEN,OPE1MH00201BSA,Benzine,20221202.0
VOLKSWAGEN,BPE1MH0020M1ANA,Benzine,20220909.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,Benzine,20220915.0
AUDI,QE2QE2G1X01RT011B210GAAEM0FL,Benzine,20221021.0
AUDI,QE2QE2G1X01RT031B200GAAEM0FL,Benzine,20221025.0
VOLKSWAGEN,OPE1MH0020M1ASA,Benzine,20221201.0
OPEL,ZKXZ-L7700N,Benzine,20220728.0
VOLKSWAGEN,DAE1G1Z010M1ASA,Diesel,20221011.0
VOLKSWAGEN,OPE1MH0020O1BSA,Benzine,20221201.0
BMW I,0A040000,Elektrisch,20160721.0
MERCEDES-BENZ,ZZAR052E,Benzine,20221024.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20221025.0
MERCEDES-BENZ,ZZAM050B,Benzine,20220804.0
MERCEDES-BENZ,ZZAM052B,Benzine,20220806.0
MERCEDES-BENZ,ZZAL050C,Benzine,20221011.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20221013.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20221205.0
PORSCHE,1051000,Benzine,20221008.0
BMW,0AA50900,Benzine,20230116.0
AUDI,QE1QE1G1Z01RT11A190GAAEM1,Benzine,20220730.0
VOLKSWAGEN,DAE1G1Z0101ASA,Diesel,20221101.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20221003.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20221112.0
VOLKSWAGEN,OPE1MH0020O1BSA,Benzine,20221005.0
VOLKSWAGEN,OPE1MH0020O1BSA,Benzine,20221020.0
MERCEDES-BENZ,ZZAA050E,Benzine,20220321.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20220826.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20220806.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20220910.0
VOLKSWAGEN,C0M51AA,Benzine,20221019.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1,Benzine,20221104.0
BMW,0AW50700,Benzine,20221129.0
VOLKSWAGEN,OPE1MH0020M1BSA,Benzine,20220901.0
VOLKSWAGEN,OPE1MH0020M1ASA,Benzine,20220817.0
AUDI,HE1HE1G1Z02RT061B210GAAEM0FLC,Benzine,20250930.0
OPEL,ZKXZ-40B000,Benzine,20220119.0
MERCEDES-BENZ,ZZAM052B,Benzine,20221025.0
AUDI,QE1QE1G1Z01RT31A190GAAEM1,Benzine,20221228.0
MERCEDES-BENZ,ZZAC050E,Benzine,20221010.0
BMW I,0AW4000S,Elektrisch,20220826.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,Benzine,20221017.0
MERCEDES-BENZ,ZZAL050C,Benzine,20221026.0
OPEL,,Benzine,20210114.0
VOLKSWAGEN,BPE1MH0020M1ANA,Benzine,20220630.0
MERCEDES-BENZ,ZZAM052B,Benzine,20221010.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1,Benzine,20221210.0
MERCEDES-BENZ,ZZAA052B,Benzine,20221029.0
VOLKSWAGEN,C0O51AA,Benzine,20221230.0
PORSCHE,1151000,Benzine,20220607.0
PORSCHE,1041000,Benzine,20220810.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20221104.0
MERCEDES-BENZ,ZZAL050B,Benzine,20221007.0
OPEL,,Benzine,20221202.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20221221.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20220830.0
MERCEDES-BENZ,ZZAL050C,Benzine,20220916.0
AUDI,QE1QE1G1Z01RT11C220GABEM1,Benzine,20221018.0
AUDI,QE1QE1G1Z03RT021A190GAAEM0O,Benzine,20220318.0
VOLKSWAGEN,OPE1MH0020O1BSA,Benzine,20221205.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1M,Benzine,20221229.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20220906.0
AUDI,QE1QE1G1Z03RT011A190GAAEM0,Benzine,20220926.0
MERCEDES-BENZ,ZZAA050A,Benzine,20221227.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20220803.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20221008.0
MERCEDES-BENZ,ZZAM050A,Benzine,20221004.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,Benzine,20230104.0
MERCEDES-BENZ,ZZAA050C,Benzine,20230104.0
AUDI,HE1HE1G1Z01RT021A210GAAEM0O,Benzine,20211214.0
AUDI,QE1QE1G1Z01RT11A190GAAEM1,Benzine,20220929.0
MERCEDES-BENZ,ZZAAA70A,Benzine,20220126.0
BMW,0AA50900,Benzine,20221118.0
VOLKSWAGEN,DAE1G1Z010O1ASA,Diesel,20220909.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20210907.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20221011.0
OPEL,,Benzine,20221229.0
AUDI,HE1HE1G1Z01RT021A210GAAEM1O,Benzine,20220316.0
MERCEDES-BENZ,ZZAAA70A,Benzine,20221003.0
MERCEDES-BENZ,ZZAC052E,Benzine,20221228.0
AUDI,QE2QE2G1X01RT011B200GAAEM0FS,Benzine,20220819.0
VOLKSWAGEN,DAE1G1Z010O1ASA,Diesel,20220926.0
BMW,0AW5A70B,Benzine,20250930.0
OPEL,ZKXZ-X0J000,Benzine,20221229.0
MERCEDES-BENZ,ZZAN050E,Benzine,20230309.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20211115.0
MERCEDES-BENZ,ZZAAA52A,Benzine,20221223.0
PORSCHE,1141000,Benzine,20221221.0
MERCEDES-BENZ,ZZAL050C,Benzine,20220908.0
OPEL,ZKXZ-X0J000,Benzine,20220923.0
AUDI,HE1HE1G1Z01RT021A210GAAEM1M,Benzine,20220118.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0,Benzine,20171025.0
OPEL,A1EA5AA1,Benzine,20171027.0
BMW,0AA50000,Benzine,20250926.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,Benzine,20171028.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0,Benzine,20171026.0
BMW,0AW5A700,Benzine,20250926.0
BMW,0AL5A00B,Benzine,20250930.0
BMW I,0A240000,Elektrisch,20171026.0
AUDI,QE1QE1G1Z03RT011A210GAAEM0,Benzine,20220720.0
AUDI,QE1QE1G1Z05RT021B210GAAEM0FLC,Benzine,20250930.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,Benzine,20171029.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,Elektrisch,20171114.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0,Benzine,20171118.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0,Benzine,20171202.0
OPEL,ZKZX-B0E000,Benzine,20250930.0
OPEL,ZKZX-B0E000,Benzine,20250929.0
OPEL,ZKWZ-Y0R000,Benzine,20250930.0
OPEL,ZKWZ-Y0L000,Benzine,20250929.0
OPEL,ZKWZ-Y0R000,Benzine,20250929.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,Benzine,20171127.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,Benzine,20171205.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,Benzine,20171209.0
OPEL,ZKWZ-G0V001,Benzine,
OPEL,ZKWZ-F0V000,Benzine,20250930.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0,Benzine,20171125.0
BMW I,0A140000,Elektrisch,20171124.0
OPEL,A1EA5AA1,Benzine,20171124.0
BMW I,0A140000,Elektrisch,20180115.0
BMW I,0A240000,Elektrisch,20180105.0
BMW I,0A240000,Elektrisch,20180104.0
BMW I,0A240000,Elektrisch,20180120.0
BMW I,0A040000,Elektrisch,20180105.0
BMW,0AW5080B,Benzine,20241011.0
MERCEDES-BENZ,ZZBCA501,Benzine,20170119.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0,Benzine,20230510.0
BMW I,0A040000,Elektrisch,20180210.0
VOLKSWAGEN,OPE1MH0020M1ASA,Benzine,20220105.0
VOLKSWAGEN,D051AA,Diesel,20230225.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20230228.0
