Merk,Uitvoering,Type,Datum eerste toelating
MERCEDES-BENZ,ZZAAA53A,Benzine,20221101.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,Benzine,20221216.0
MERCEDES-BENZ,ZZAM050C,Benzine,20220915.0
VOLKSWAGEN,D051AA,Diesel,20221123.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0,Benzine,20221129.0
VOLKSWAGEN,C0O51AA,Benzine,20221011.0
PORSCHE,1151000,Benzine,20220729.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,Benzine,20221012.0
OPEL,ZKXZ-40L000,Benzine,20221101.0
OPEL,ZKXZ-X0L000,Benzine,20221102.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20221124.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20221223.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,Benzine,20221128.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20220520.0
OPEL,ZKXZ-X0A000,Benzine,20200331.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20221029.0
OPEL,ZKXZ-40L000,Benzine,20220903.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1O,Benzine,20220207.0
AUDI,HE1HE1G1Z01RT021A190GAAEM0M,Benzine,20211230.0
VOLKSWAGEN,OPE1MH0020O1ALA,Benzine,20220825.0
VOLKSWAGEN,OPE1MH00201BSA,Benzine,20221101.0
BMW,0AW5000S,Benzine,20220917.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,Benzine,20220720.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20221205.0
AUDI,HE1HE1G1Z03RT021A200GAAEM1,Benzine,20240329.0
BMW,0AC50000,Benzine,20250704.0
MERCEDES-BENZ,ZZAAA52A,Benzine,20230726.0
AUDI,QE1QE1G1Z01RT31B210GAAEM0,Benzine,20250429.0
OPEL,ZKWZ-Y0L000,Benzine,20250718.0
VOLKSWAGEN,L3340APE1MP002A75,Benzine,20250801.0
BMW,0AB50000,Benzine,20250709.0
AUDI,HE1HE1G1Z02RT011A190GAAEM0FSC,Benzine,20250709.0
AUDI,QE1QE1G1Z05RT011B210GAAEM0FLC,Benzine,20241128.0
MERCEDES-BENZ,ZZAM052A,Benzine,20250704.0
VOLKSWAGEN,DPE1MP001SA,Diesel,20250709.0
AUDI,QE1QE1G1Z05RT011B200GAAEM0FSC,Benzine,20250630.0
VOLKSWAGEN,RPE1MH002P0A,Benzine,20250716.0
MERCEDES-BENZ,ZZAB050A,Benzine,20250718.0
VOLKSWAGEN,L3340APE1MP002A75,Benzine,20250716.0
VOLKSWAGEN,PPE1MP001NA,Benzine,20250801.0
MERCEDES-BENZ,ZZAAA70A,Benzine,20250719.0
VOLKSWAGEN,PPE1MP001NA,Benzine,20250718.0
BMW,0AB50800,Benzine,20250711.0
VOLKSWAGEN,DPE1MH002P0A,Diesel,20250710.0
AUDI,HE1HE1G1Z02RT031A190GAAEM0FSC,Benzine,20250709.0
BMW,0AH50000,Benzine,20250711.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20250716.0
BMW,0AL5A800,Benzine,20250711.0
MERCEDES-BENZ,2EDE0XX9XXXX,Benzine,20250716.0
BMW,0AL5A000,Benzine,20250711.0
OPEL,ZKWZ-50V000,Benzine,20250710.0
BMW,0AW5000B,Benzine,20250711.0
BMW,0AB50800,Benzine,20250716.0
VOLKSWAGEN,OPE1MP001SA,Benzine,20250716.0
VOLKSWAGEN,PPE1MP001NA,Benzine,20250731.0
VOLKSWAGEN,PPE1MP001NA,Benzine,20250728.0
VOLKSWAGEN,PPE1MP001NA,Benzine,20250716.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,Benzine,20250721.0
OPEL,ZKWZ-G0V001,Benzine,20250716.0
AUDI,QE1QE1G1Z08RT011A200GAAEM0,Benzine,20250801.0
VOLKSWAGEN,BPE1MH00200A,Benzine,20250711.0
AUDI,HE1HE1G1Z02RT061B210GAAEM0FLC,Benzine,20250801.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,Benzine,20210823.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FLC,Benzine,20250725.0
MERCEDES-BENZ,ZZAB050B,Benzine,20240820.0
VOLKSWAGEN,PPE1MP001NA,Benzine,20250802.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0O,Benzine,20210714.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1M,Benzine,20211224.0
AUDI,QE2QE2G1X01RT031B210GAAEM0FL,Benzine,20210721.0
VOLKSWAGEN,A0O51AA,Benzine,20211002.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0M,Benzine,20211020.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,Benzine,20210720.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0M,Benzine,20210712.0
BMW I,0AW40000,Elektrisch,20200818.0
BMW I,0AW40000,Elektrisch,20200109.0
BMW,0AC50700,Benzine,20230603.0
AUDI,QE1QE1G1Z01RT31C220GABEM0,Benzine,20230522.0
VOLKSWAGEN,BPE1MH00201ASA,Benzine,20230629.0
MERCEDES-BENZ,ZZAA050B,Benzine,20221102.0
AUDI,QE1QE1G1Z02RT51C220GAAEM0,Benzine,20210421.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20221102.0
MERCEDES-BENZ,ZZAB051C,Benzine,20230526.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20230915.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1BO,Elektrisch,20190207.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20230829.0
BMW,0AA50000,Benzine,20230930.0
PORSCHE,1151000,Benzine,20230713.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,Benzine,20220115.0
OPEL,ZKXZ-40J000,Benzine,20230524.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20230615.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20210715.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1M,Benzine,20220217.0
MERCEDES-BENZ,ZZAAA52A,Benzine,20220513.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,Benzine,20200113.0
BMW,0AW5000A,Benzine,20210817.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,Benzine,20200114.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1M,Benzine,20220307.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230125.0
BMW,0AW5000B,Benzine,20240624.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20230630.0
BMW,0AA5000A,Benzine,20240409.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20210730.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20240126.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20220812.0
OPEL,ZKXZ-X0L000,Benzine,20221201.0
BMW,0AW50000,Benzine,20221117.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20231103.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,Benzine,20220929.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20210824.0
VOLKSWAGEN,D041AA,Diesel,20231228.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,Benzine,20181004.0
BMW,0AH50800,Benzine,20240503.0
BMW I,,Elektrisch,20170613.0
BMW I,0AW40000,Elektrisch,20190824.0
MERCEDES-BENZ,ZZAA050A,Benzine,20240215.0
VOLKSWAGEN,N3000DNA1AE55,Benzine,20230213.0
PORSCHE,1150000,Benzine,20230407.0
BMW,0AB5000D,Benzine,20240125.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,Benzine,20210925.0
AUDI,QE1QE1G1Z01RT31C210GABEM0U,Benzine,20201019.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0M,Benzine,20211230.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0U,Benzine,20201026.0
AUDI,QE1QE1G1Z02RT51C210GAAEM1,Benzine,20220117.0
VOLKSWAGEN,,Benzine,20190516.0
AUDI,QE1QE1G1Z02RT51B200GAAEM1,Benzine,20211021.0
AUDI,QE1QE1G1Z02RT61C210GAAEM0,Benzine,20211210.0
AUDI,HE1HE1G1Z02RT061B210GAAEM0FSC,Benzine,20250704.0
BMW,0AL5A800,Benzine,20250703.0
AUDI,QE1QE1G1Z05RT051B210GAAEM0FLC,Benzine,20250704.0
VOLKSWAGEN,L3400AAEBG1Z01A65,Benzine,20250704.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0EVW1B16O,Elektrisch,20231228.0
VOLKSWAGEN,APE1MP001BA,Benzine,20250705.0
AUDI,QE1QE1G1Z08RT011A210GAAEM0,Benzine,20250707.0
BMW,0AH5A00B,Benzine,20250703.0
VOLKSWAGEN,C0O51AA,Benzine,20210324.0
BMW,0AC50700,Benzine,20240103.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20230704.0
AUDI,HE1HE1G1Z02RT051B210GAAEM0FSS,Benzine,20250416.0
VOLKSWAGEN,,Benzine,20250506.0
VOLKSWAGEN,OPE1MP001SA,Benzine,20250709.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20250707.0
VOLKSWAGEN,APE1MP001NA,Benzine,20250711.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20230525.0
BMW,0AL5A000,Benzine,20250705.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20220225.0
VOLKSWAGEN,N3000DNA1AE55,Benzine,20240222.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,Benzine,20250721.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,Benzine,20250721.0
OPEL,ZKXZ-40B000,Benzine,20220525.0
AUDI,QE1QE1G1Z08RT021A190GAAEM0,Benzine,20250806.0
BMW,0AA50000,Benzine,20250716.0
VOLKSWAGEN,DPE1MH002P0A,Diesel,20250806.0
BMW,0AA50800,Benzine,20250711.0
BMW,0AB50000,Benzine,20250719.0
VOLKSWAGEN,APE1MP001BA,Benzine,20250719.0
VOLKSWAGEN,OPE1MP001SA,Benzine,20250721.0
AUDI,HE1HE1G1Z02RT011A190GAAEM0FSC,Benzine,20250723.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,Benzine,20250811.0
OPEL,ZKWZ-50V000,Benzine,20250716.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,Benzine,20250717.0
MERCEDES-BENZ,ZZAM050A,Benzine,20250804.0
MERCEDES-BENZ,ZZAA05BA,Benzine,20250718.0
MERCEDES-BENZ,ZZAAA52A,Benzine,20250717.0
VOLKSWAGEN,APE1MP001NA,Benzine,20250709.0
VOLKSWAGEN,BPE1MH00200A,Benzine,20250722.0
AUDI,HE1HE1G1Z02RT011A200GAAEM0FSC,Benzine,20250722.0
VOLKSWAGEN,APE1MP001BA,Benzine,20250806.0
BMW,0AB50800,Benzine,20250717.0
MERCEDES-BENZ,ZZAA05IA,Benzine,20250728.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20250716.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20250722.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20250717.0
AUDI,QE1QE1G1Z05RT051B200GAAEM0FLC,Benzine,20250711.0
AUDI,QE1QE1G1Z05RT011B200GAAEM0FSC,Benzine,20240911.0
AUDI,QE1QE1G1Z01RT31B210GAAEM0,Benzine,20230921.0
MERCEDES-BENZ,ZZAA050A,Benzine,20231117.0
AUDI,QE1QE1G1Z01RT11B210GAAEM1,Benzine,20220805.0
VOLKSWAGEN,C0O51AA,Benzine,20220212.0
MERCEDES-BENZ,ZZAAA71A,Benzine,20240306.0
PORSCHE,1051000,Benzine,20210120.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0M,Benzine,20211115.0
VOLKSWAGEN,OPE1MH0020O1ASA,Benzine,20221103.0
VOLKSWAGEN,OPE1MH0020M1ASA,Benzine,20221021.0
VOLKSWAGEN,D0O1ASA,Diesel,20210824.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20211021.0
BMW I,0A140000,Elektrisch,20170710.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,Benzine,20210511.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0O,Benzine,20210616.0
BMW,0AW5000S,Benzine,20211025.0
AUDI,QE1QE1G1Z01RT31B210GAAEM0,Benzine,20220524.0
MERCEDES-BENZ,ZZAAA70A,Benzine,20250708.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0M,Benzine,20211004.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,Benzine,20250707.0
MERCEDES-BENZ,ZZAM070A,Benzine,20250708.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,Benzine,20250801.0
OPEL,ZKWZ-Y0R000,Benzine,20250721.0
BMW,0AB50000,Benzine,20250708.0
AUDI,QE1QE1G1Z08RT011A210GAAEM0,Benzine,20250731.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,Benzine,20220504.0
BMW,0AW50000,Benzine,20231129.0
BMW,0AB50000,Benzine,20250718.0
MERCEDES-BENZ,2EDE0XX8XXXX,Benzine,20250716.0
VOLKSWAGEN,A0M51AA,Benzine,20211014.0
MERCEDES-BENZ,2EDE0XX8XXXX,Benzine,20211214.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,Benzine,20250807.0
VOLKSWAGEN,OPE1MP001SA,Benzine,20250719.0
BMW,0AB50800,Benzine,20250723.0
BMW,0AL5A00B,Benzine,20250718.0
MERCEDES-BENZ,ZZAAA70A,Benzine,20250718.0
MERCEDES-BENZ,ZZAAA71A,Benzine,20250718.0
MERCEDES-BENZ,ZZAAA52A,Benzine,20250716.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,Benzine,20250717.0
AUDI,HE1HE1G1Z02RT061B210GAAEM0FLS,Benzine,20250717.0
AUDI,QE1QE1G1Z08RT011A190GAAEM0,Benzine,20250716.0
BMW,0AC50000,Benzine,20250716.0
BMW,0AA50000,Benzine,20250718.0
BMW,0AA5A000,Benzine,20250718.0
BMW,0AA50800,Benzine,20250723.0
BMW,0AA50000,Benzine,20250724.0
AUDI,HE1HE1G1Z02RT051B200GAAEM0FSS,Benzine,20250724.0
VOLKSWAGEN,OPE1MP001SA,Benzine,20250725.0
OPEL,ZKWZ-G0V001,Benzine,20250805.0
MERCEDES-BENZ,,Benzine,20241211.0
BMW,,Benzine,20220912.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,Benzine,20250716.0
VOLKSWAGEN,OPE1MP001SA,Benzine,20250807.0
AUDI,HE1HE1G1Z02RT011B200GAAEM0FLS,Benzine,
BMW I,0A240000,Elektrisch,20190621.0
VOLKSWAGEN,BPE1MH0020M1ANA,Benzine,20211228.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20210406.0
VOLKSWAGEN,FA1FA1CZ003E0GAON1ML01VR0,Benzine,20141009.0
VOLKSWAGEN,OPE1MH0020O1ALA,Benzine,20220428.0
VOLKSWAGEN,DPE1MH0020M1ASA,Diesel,20210902.0
VOLKSWAGEN,D0M1ASA,Diesel,20210802.0
BMW,0AH5A00B,Benzine,20250224.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20210127.0
OPEL,ZKXZ-X0L000,Benzine,20230117.0
MERCEDES-BENZ,ZZAB051B,Benzine,20240710.0
MERCEDES-BENZ,2EDE0XX7XXXX,Benzine,20231019.0
OPEL,ZKXZ-X0J000,Benzine,20230307.0
VOLKSWAGEN,BPE1MH00201ANA,Benzine,20221229.0
OPEL,ZKXZ-40L000,Benzine,20221228.0
VOLKSWAGEN,OPE1MH0020O1ALA,Benzine,20220820.0
BMW,0AC50000,Benzine,20221129.0
OPEL,ZKXZ-40L000,Benzine,20221213.0
OPEL,ZKXZ-X0L000,Benzine,20221214.0
MERCEDES-BENZ,ZZAAA71A,Benzine,20250707.0
OPEL,ZKXZ-40L000,Benzine,20230103.0
AUDI,QE1QE1G1Z08RT021A190GAAEM0,Benzine,20250708.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20250707.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,Benzine,20250703.0
VOLKSWAGEN,L3400AAEBG1Z01A65,Benzine,20250707.0
OPEL,ZKWZ-50V000,Benzine,20250708.0
BMW,0AH5A000,Benzine,20250705.0
AUDI,HE1HE1G1Z02RT061B200GAAEM0FSC,Benzine,20250704.0
OPEL,ZKUZ-37B0GN,Benzine,20250707.0
OPEL,ZKXZ-X0L000,Benzine,20221126.0
OPEL,,Benzine,20220823.0
OPEL,ZKXZ-40L000,Benzine,20220826.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20220623.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,Benzine,20210920.0
VOLKSWAGEN,OPE1MH0020M1ALA,Benzine,20221201.0
VOLKSWAGEN,OPE1MH0020M1ASA,Benzine,20220930.0
VOLKSWAGEN,DAE1G1Z010M1ASA,Diesel,20220901.0
MERCEDES-BENZ,3EDE0XX8XXXX,Benzine,20201224.0
AUDI,QE1QE1G1Z01RT31A210GAAEM0,Benzine,20230712.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20231017.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0M,Benzine,20210929.0
VOLKSWAGEN,B0O1ASA,Benzine,20211228.0
MERCEDES-BENZ,ZZAA050A,Benzine,20220427.0
AUDI,QE1QE1G1Z03RT011A210GAAEM0M,Benzine,20211206.0
VOLKSWAGEN,C0M51AA,Benzine,20211228.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20211208.0
BMW,0AB50000,Benzine,20250225.0
MERCEDES-BENZ,,Benzine,20220802.0
MERCEDES-BENZ,ZZAA050E,Benzine,20210802.0
AUDI,QE1QE1G1Z03RT011A210GAAEM0,Benzine,20220514.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1M,Benzine,20220402.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,Elektrisch,20170330.0
OPEL,ZKXZ-Y0L000,Benzine,20250328.0
VOLKSWAGEN,N3000DNA1AE55,Benzine,20240312.0
VOLKSWAGEN,,Benzine,20190711.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20220530.0
OPEL,ZKXZ-40B000,Benzine,20220318.0
MERCEDES-BENZ,ZZAAA70A,Benzine,20220209.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20210805.0
VOLKSWAGEN,BPE1MH0020M1ANA,Benzine,20220328.0
OPEL,ZKXZ-P7800N,Benzine,20240207.0
BMW,0AC50800,Benzine,20240131.0
MERCEDES-BENZ,ZZAA050A,Benzine,20230117.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20240201.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20221214.0
VOLKSWAGEN,A0M51AA,Benzine,20210820.0
MERCEDES-BENZ,ZZAB050C,Benzine,20240112.0
MERCEDES-BENZ,ZZAAA71A,Benzine,20250630.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20221125.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,Benzine,20250408.0
BMW,0AL5A000,Benzine,20250709.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20250708.0
OPEL,ZYAZ-E0D000,Benzine,20250709.0
OPEL,ZKUZ-37B0GN,Benzine,20250710.0
BMW,0AB50800,Benzine,20250710.0
BMW,0AA5A000,Benzine,20250710.0
MERCEDES-BENZ,ZZAAA70A,Benzine,20250710.0
VOLKSWAGEN,APE1MP001BA,Benzine,20250710.0
VOLKSWAGEN,OPE1MP00101BSA,Benzine,20240220.0
AUDI,QE1QE1G1Z05RT021B210GAAEM0FLC,Benzine,20241203.0
BMW,0AH5A000,Benzine,20250710.0
MERCEDES-BENZ,ZZAB050B,Benzine,20240705.0
BMW,0AB50800,Benzine,20250718.0
BMW,0AB50000,Benzine,20250722.0
BMW,0AA5A000,Benzine,20250717.0
PORSCHE,2500000,Benzine,20250328.0
MERCEDES-BENZ,ZZAAA52A,Benzine,20230131.0
AUDI,QE2QE2G1X01RT021B200GAAEM0FL,Benzine,20220328.0
OPEL,ZKWZ-F0V000,Benzine,20250717.0
MERCEDES-BENZ,ZZAAA70A,Benzine,20250728.0
MERCEDES-BENZ,ZZAM050A,Benzine,20250724.0
VOLKSWAGEN,OPE1MP001SA,Benzine,20250730.0
AUDI,QE2QE2G1X02RT051C210GAAEM0FL,Benzine,20250717.0
VOLKSWAGEN,OPE1MP001SA,Benzine,20250820.0
OPEL,ZKXZ-X0C000,Benzine,20220328.0
MERCEDES-BENZ,ZZAAA52A,Benzine,20250718.0
PORSCHE,2500000,Benzine,20250716.0
VOLKSWAGEN,OPE1MP001SA,Benzine,20250808.0
AUDI,HE1HE1G1Z02RT011A200GAAEM0FSC,Benzine,20250730.0
AUDI,HE1HE1G1Z02RT011A190GAAEM0FSC,Benzine,20250728.0
OPEL,ZKWZ-G0V001,Benzine,20250717.0
VOLKSWAGEN,DAE2G1Z02SA,Diesel,20250716.0
MERCEDES-BENZ,,Benzine,20240522.0
OPEL,ZKUZ-37B0FN,Benzine,20250721.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20250718.0
BMW,0AB50000,Benzine,20250721.0
MERCEDES-BENZ,,Benzine,20250710.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20250728.0
AUDI,HE1HE1G1Z02RT011A200GAAEM0FSC,Benzine,20250718.0
VOLKSWAGEN,D0M1ASA,Diesel,20210818.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230217.0
BMW I,0AW40000,Elektrisch,20190308.0
MERCEDES-BENZ,ZZAM070B,Benzine,20230111.0
MERCEDES-BENZ,ZZAR054E,Benzine,20230420.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20190329.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20210217.0
AUDI,QE1QE1G1Z02RT21C210GAAEM0V,Benzine,20201210.0
OPEL,,Benzine,20210409.0
BMW,0AW50000,Benzine,20210907.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0M,Benzine,20210713.0
MERCEDES-BENZ,ZZAL050C,Benzine,20220421.0
VOLKSWAGEN,FA1FA1CZ003E0GAON1ML01VR0,Benzine,20140807.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20240108.0
OPEL,ZKXZ-40B000,Benzine,20210723.0
VOLKSWAGEN,PPE1MP0011AA,Benzine,20240123.0
OPEL,ZKXZ-40L000,Benzine,20230310.0
OPEL,ZKXZ-X0J000,Benzine,20230311.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20230324.0
PORSCHE,1150000,Benzine,20220530.0
OPEL,ZKXZ-X0L000,Benzine,20230425.0
OPEL,ZKXZ-X0L000,Benzine,20230314.0
VOLKSWAGEN,OPE1MH0020M1BSA,Benzine,20221223.0
OPEL,ZKXZ-40J000,Benzine,20221221.0
OPEL,,Benzine,20240205.0
OPEL,ZKXZ-40L000,Benzine,20230322.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1BO,Elektrisch,20190424.0
OPEL,ZKXZ-X0L000,Benzine,20230412.0
VW,N3000DNA1AE55,Benzine,20230220.0
OPEL,ZKXZ-40J000,Benzine,20230204.0
OPEL,ZKXZ-X0L000,Benzine,20230304.0
OPEL,ZKXZ-X0L000,Benzine,20230214.0
OPEL,ZKXZ-40J000,Benzine,20230303.0
OPEL,ZKXZ-X0L000,Benzine,20230316.0
OPEL,ZKXZ-40L000,Benzine,20230308.0
OPEL,ZKXZ-X0J000,Benzine,20230404.0
OPEL,ZKXZ-X0L000,Benzine,20230207.0
OPEL,ZKXZ-X0L000,Benzine,20230130.0
OPEL,ZKXZ-X0L000,Benzine,20230208.0
OPEL,ZKXZ-40L000,Benzine,20230225.0
OPEL,ZKXZ-X0L000,Benzine,20230509.0
BMW,0AW5000S,Benzine,20220322.0
OPEL,ZKXZ-X0L000,Benzine,20230224.0
OPEL,ZKXZ-40L000,Benzine,20230328.0
OPEL,ZKXZ-X0L000,Benzine,20230203.0
VOLKSWAGEN,C051AA,Benzine,20230406.0
OPEL,ZKXZ-X0L000,Benzine,20230216.0
OPEL,ZKXZ-X0L000,Benzine,20230109.0
OPEL,ZKXZ-X0L000,Benzine,20230227.0
OPEL,ZKXZ-X0L000,Benzine,20230223.0
OPEL,ZKXZ-40J000,Benzine,20230222.0
OPEL,ZKXZ-40J000,Benzine,20230411.0
OPEL,ZKXZ-X0L000,Benzine,20230322.0
OPEL,ZKXZ-X0L000,Benzine,20230215.0
OPEL,ZKXZ-X0L000,Benzine,20230302.0
OPEL,ZKXZ-40L000,Benzine,20230211.0
OPEL,ZKXZ-P7U00L,Benzine,20230331.0
PORSCHE,1151000,Benzine,20220720.0
AUDI,QE1QE1G1Z01RT31B210GAAEM0,Benzine,20211210.0
MERCEDES-BENZ,ZZAA050E,Benzine,20211019.0
VOLKSWAGEN,OPE1MH0020M1ASA,Benzine,20220818.0
BMW,0AW5000S,Benzine,20230703.0
OPEL,ZKXZ-40J000,Benzine,20230726.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,Benzine,20170929.0
PORSCHE,1041000,Benzine,20200401.0
PORSCHE,1051000,Benzine,20200309.0
PORSCHE,1041000,Benzine,20200411.0
PORSCHE,1051000,Benzine,20200509.0
PORSCHE,2500000,Benzine,20250709.0
PORSCHE,1041000,Benzine,20200302.0
AUDI,HE1HE1G1Z01RT021A210GAAEM1,Benzine,20250709.0
BMW,0AB5A000,Benzine,20250703.0
MERCEDES-BENZ,ZZAM050B,Benzine,20250701.0
VOLKSWAGEN,BPE1MH002SA,Benzine,20250709.0
MERCEDES-BENZ,3EDE0XX9XXXX,Benzine,20220224.0
MERCEDES-BENZ,ZZAAA51A,Benzine,20250708.0
BMW,0AL5A00B,Benzine,20250709.0
BMW,0AA50800,Benzine,20250708.0
OPEL,A1EA5AA1,Benzine,20171010.0
AUDI,QE1QE1G1Z08RT011A210GAAEM0,Benzine,20250709.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,Benzine,20250709.0
AUDI,QE2QE2G1X01RT011B210GAAEM0FL,Benzine,20240514.0
OPEL,ZKWZ-Y0R000,Benzine,20250709.0
BMW,0AB50800,Benzine,20250709.0
PORSCHE,1141000,Benzine,20230313.0
MERCEDES-BENZ,2EDE0XX7XXXX,Benzine,20240104.0
MERCEDES-BENZ,ZZAAA51A,Benzine,20250331.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20220420.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,Benzine,20171014.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20210408.0
PORSCHE,1051000,Benzine,20210713.0
BMW,0AA50800,Benzine,20250722.0
BMW,0AH50800,Benzine,20250718.0
MERCEDES-BENZ,ZZAA050E,Benzine,20210517.0
MERCEDES-BENZ,ZZAAA51A,Benzine,20250717.0
BMW,0AW50700,Benzine,20220817.0
BMW,0AB50000,Benzine,20250728.0
VOLKSWAGEN,DAE1G1Z010M1ASA,Diesel,20220803.0
AUDI,QE1QE1G1Z02RT61C210GAAEM0,Benzine,20250129.0
AUDI,QE2QE2G1X01RT031B210GAAEM0FL,Benzine,20220316.0
OPEL,ZKXZ-X0L000,Benzine,20221007.0
PORSCHE,2500000,Benzine,20250809.0
