Merk,Uitvoering,Datum eerste toelating
AUDI,QE1QE1G1Z08RT011A200GAAEM0,20250909.0
AUDI,QE1QE1G1Z01RT31B210GAAEM0,20230323.0
BMW,0AB50000,20250916.0
BMW,0AA50800,20250912.0
MERCEDES-BENZ,ZZAA050A,20201211.0
VOLKSWAGEN,C0O51AA,20201219.0
VOLKSWAGEN,C0O51AA,20201229.0
VOLKSWAGEN,C0O51AA,20201218.0
VOLKSWAGEN,,20201218.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,20201216.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,20201126.0
VOLKSWAGEN,D0M1ASA,20201229.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191210.0
VOLKSWAGEN,C0O51AA,20201227.0
VOLKSWAGEN,C0O51AA,20201223.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0U,20201209.0
VOLKSWAGEN,C0O51AA,20201222.0
VOLKSWAGEN,C0O51AA,20201228.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0U,20201230.0
VOLKSWAGEN,C0O51AA,20201223.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0U,20201211.0
VOLKSWAGEN,D0M1ASA,20201223.0
VOLKSWAGEN,C0O51AA,20201224.0
VOLKSWAGEN,C0O51AA,20201223.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0U,20201230.0
VOLKSWAGEN,D0O1ASA,20201229.0
VOLKSWAGEN,C0O51AA,20201230.0
VOLKSWAGEN,D0M1ASA,20201224.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
BMW I,0A140000,20160929.0
BMW I,0A240000,20160919.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
MERCEDES-BENZ,ZZAAA52A,20240627.0
BMW I,0A240000,20161125.0
VOLKSWAGEN,C0M51AA,20201013.0
MERCEDES-BENZ,ZZAAA52A,20240911.0
BMW,0AW5000S,20210608.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20210319.0
VOLKSWAGEN,C0O51AA,20201228.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200210.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20200613.0
VOLKSWAGEN,C0O51AA,20201217.0
OPEL,ZKXZ-X0A000,20211004.0
BMW,0AW5000S,20210902.0
VOLKSWAGEN,D0M1ASA,20210705.0
MERCEDES-BENZ,ZZAA050A,20240118.0
OPEL,ZKXZ-40L000,20240131.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FSC,20250514.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,20180829.0
MERCEDES-BENZ,ZZAAA50A,20211104.0
OPEL,ZKXZ-Y0L000,20240228.0
MERCEDES-BENZ,ZZAA050A,20211222.0
VOLKSWAGEN,OPE1MH0020O1ALA,20211230.0
PORSCHE,1041000,20220115.0
MERCEDES-BENZ,2EDE0XX9XXXX,20231103.0
MERCEDES-BENZ,ZZAAA50A,20211012.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0O,20211001.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20211007.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,20211228.0
VOLKSWAGEN,C0O51AA,20210923.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0O,20211228.0
VOLKSWAGEN,DPE1MH0020O1ASA,20211228.0
BMW I,0AW40000,20211209.0
VOLKSWAGEN,D0M1ASA,20210910.0
VOLKSWAGEN,D0O51AA,20211116.0
VOLKSWAGEN,DPE1MH0020O1ASA,20211210.0
MERCEDES-BENZ,ZZAAA52A,20250626.0
VOLKSWAGEN,DPE1MH0020M1ASA,20211214.0
VOLKSWAGEN,FA1FA1CZ003E0GAON1ML01VR0,20141211.0
MERCEDES-BENZ,JA0AV0061000,20250703.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,20181009.0
VOLKSWAGEN,C0O51AA,20200914.0
BMW I,0AW40000,20181009.0
BMW I,0AW40000,20181015.0
VOLKSWAGEN,,19701006.0
VOLKSWAGEN,,19670703.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,20181123.0
VOLKSWAGEN,C0O51AA,20200925.0
OPEL,A1EA5AA1,20200730.0
VOLKSWAGEN,C0O51AA,20201027.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW,20160105.0
BMW,0AW5000S,20220615.0
VOLKSWAGEN,C0O51AA,20200925.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0M,20220219.0
VOLKSWAGEN,C0O51AA,20201001.0
BMW I,0AW40000,20190909.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20200806.0
VOLKSWAGEN,OPE1MH0020O1ALA,20220224.0
MERCEDES-BENZ,ZZAAA50A,20220905.0
VOLKSWAGEN,C0M51AA,20210928.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1O,20210920.0
VOLKSWAGEN,D0O1ASA,20201229.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1M,20220329.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,20211116.0
VOLKSWAGEN,PPE1MP001NA,20250926.0
VOLKSWAGEN,OPE1MP001SA,20250926.0
BMW I,0A140000,20170831.0
VOLKSWAGEN,OPE1MP00101ASA,20240516.0
MERCEDES-BENZ,3EDE0XX8XXXX,20230215.0
VOLKSWAGEN,QPE1MH002P0A,20250926.0
MERCEDES-BENZ,ZZAAA52A,20250926.0
OPEL,ZKXZ-X0C000,20220530.0
AUDI,HE1HE1G1Z03RT021A200GAAEM0,20250218.0
BMW I,0AW40000,20200117.0
MERCEDES-BENZ,1ZAA050A,20250926.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,20220125.0
VOLKSWAGEN,AAEDG1Z01NA,20241202.0
BMW,0AW50000,20220905.0
BMW,0AW50700,20220902.0
BMW,0AW5A70B,20250926.0
OPEL,ZKXZ-40B000,20220331.0
PORSCHE,1151000,20220309.0
BMW,0AW5000S,20221111.0
BMW,0AA50800,20250927.0
OPEL,ZKXZ-X0L000,20221202.0
MERCEDES-BENZ,ZZAAA53A,20220820.0
OPEL,,20221005.0
BMW,0AB50000,20221215.0
PORSCHE,2500000,20250926.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,20171101.0
MERCEDES-BENZ,ZZAA050A,20250926.0
AUDI,HE1HE1G1Z02RT011B210GAAEM0FLC,20250326.0
OPEL,A1EA5AA1,20180109.0
AUDI,QE1QE1G1Z08RT021A200GAAEM0,20250927.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,20190827.0
BMW,0AW5000S,20230112.0
MERCEDES-BENZ,ZZAA050A,20230120.0
VOLKSWAGEN,C0M51AA,20201217.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,20210204.0
AUDI,QE1QE1G1Z01RT11B200GAAEM1,20221229.0
OPEL,ZKXZ-X0L000,20230228.0
BMW,0AW5000S,20220331.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B,20190130.0
PORSCHE,1151000,20230406.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,20230318.0
VOLKSWAGEN,C0O51BA,20201214.0
VOLKSWAGEN,C051AA,20230531.0
BMW,0AC50000,20230928.0
VOLKSWAGEN,OPE1MH00201ASA,20231011.0
VOLKSWAGEN,OPE1MH00201ASA,20230728.0
BMW,0AW50000,20230804.0
OPEL,ZKXZ-X0L000,20230630.0
VOLKSWAGEN,BPE1MH00201ANA,20230825.0
VOLKSWAGEN,,20220929.0
BMW,0AW5000S,20230929.0
OPEL,ZKXZ-X0L000,20230523.0
VOLKSWAGEN,C051AA,20230629.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,20230814.0
OPEL,ZKXZ-40C000,20220226.0
VOLKSWAGEN,OPE1MH00201ASA,20230901.0
BMW,0AB50000,20230616.0
BMW,0AB50000,20230525.0
VOLKSWAGEN,OPE1MH00201ASA,20230712.0
VOLKSWAGEN,D0O1ASA,20201231.0
VOLKSWAGEN,D0M1ASA,20201215.0
VOLKSWAGEN,C0M51BA,20201215.0
VOLKSWAGEN,D0O1ASA,20201215.0
VOLKSWAGEN,C0O51AA,20201228.0
MERCEDES-BENZ,ZZAAA74A,20221104.0
VOLKSWAGEN,D0M1ASA,20210811.0
AUDI,,20181219.0
VOLKSWAGEN,A0O51AA,20221223.0
PORSCHE,1140000,20230112.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,20180531.0
VOLKSWAGEN,OPE1MH00201ASA,20230828.0
OPEL,ZKXZ-X0L000,20230626.0
VOLKSWAGEN,OPE1MH0020O1ALA,20220913.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1BO,20190318.0
BMW,0AB50000,20231124.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0,20221028.0
MERCEDES-BENZ,3EDE0XX8XXXX,20231207.0
AUDI,QE1QE1G1Z01RT11A210GAAEM0,20240219.0
MERCEDES-BENZ,2EDE0XX7XXXX,20210901.0
OPEL,ZKXZ-N7700L,20220325.0
VOLKSWAGEN,C0M51AA,20211012.0
AUDI,HE1HE1G1Z03RT011A200GAAEM1,20240308.0
MERCEDES-BENZ,3EDE0XX8XXXX,20240207.0
VOLKSWAGEN,A0O51AA,20210813.0
BMW,0AW5000S,20231103.0
MERCEDES-BENZ,ZZAB050B,20240110.0
OPEL,A1EA5AA1,20190104.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,20190213.0
OPEL,ZKXZ-Y0L000,20240510.0
BMW I,0AW40000,20190524.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,20190425.0
BMW,0AW50700,20221020.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,20201126.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,20190110.0
BMW I,0A040000,20131224.0
AUDI,QE2QE2G1X01RT011B210GAAEM0FS,20211029.0
BMW I,0A040000,20150206.0
BMW I,0AW40000,20190819.0
BMW I,0AW40000,20191122.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191212.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191230.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,20190219.0
BMW I,0AW40000,20191127.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11B200GABEM0,20191024.0
BMW I,0AW40000,20191122.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191024.0
BMW I,0AW40000,20191122.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190914.0
BMW I,0AW40000,20191126.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191219.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
BMW I,0AW40000,20191126.0
AUDI,QE1QE1G1Z01RT11B200GABEM0,20191223.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190914.0
BMW I,0AW40000,20191128.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,20191130.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191018.0
BMW I,0AW40000,20191129.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191101.0
BMW I,0AW40000,20191129.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191223.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191004.0
BMW I,0AW40000,20191122.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20191204.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20191230.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190913.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191010.0
AUDI,QE1QE1G1Z01RT11B200GABEM0,20191230.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190411.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,20191205.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11B200GABEM0,20191008.0
MERCEDES-BENZ,ZZAC050A,20191231.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190927.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20191115.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191231.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191002.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20191011.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191031.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,20191014.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,20191025.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,20191029.0
BMW I,0AW40000,20191108.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,20191121.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191220.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,20191112.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191221.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,20190823.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,20191017.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20191018.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191023.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191223.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191224.0
MERCEDES-BENZ,ZZAC050A,20191206.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20191213.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191220.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20191230.0
BMW I,0AW40000,20191231.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20191204.0
MERCEDES-BENZ,ZZAC050A,20191223.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
BMW I,0AW40000,20191231.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
AUDI,QE1QE1G1Z01RT11B200GABEM0,20190927.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191031.0
MERCEDES-BENZ,ZZAC050A,20191220.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
BMW I,0AW40000,20191231.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191025.0
OPEL,A1EA5AA1,20191114.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191121.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20191218.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191213.0
MERCEDES-BENZ,ZZAC050A,20191220.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191219.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20200103.0
BMW I,0AW40000,20191231.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191228.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20190920.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191002.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191220.0
MERCEDES-BENZ,ZZAA050A,20191224.0
BMW I,0AW40000,20191227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20191224.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191213.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20191230.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20190920.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,20191017.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20191217.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,20191230.0
MERCEDES-BENZ,ZZAC050A,20191230.0
BMW I,0AW40000,20191231.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20190924.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,20191017.0
OPEL,A1EA5AA1,20191031.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20191220.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191212.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191220.0
BMW I,0AW40000,20191105.0
OPEL,A1EA5AA1,20191107.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20191212.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20191212.0
MERCEDES-BENZ,ZZAC050A,20191213.0
BMW I,0AW40000,20191230.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191111.0
OPEL,A1EA5AA1,20191031.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,20191224.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20191211.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191128.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,20191203.0
BMW I,0AW40000,20191230.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
MERCEDES-BENZ,ZZAC050A,20191209.0
BMW I,0AW40000,20191230.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
BMW I,0AW40000,20190930.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190927.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,20191224.0
BMW I,0AW40000,20191223.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191228.0
BMW I,0AW40000,20190930.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20191228.0
BMW I,0AW40000,20191230.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
BMW I,0AW40000,20191003.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,20191101.0
BMW I,0AW40000,20191231.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,20190829.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20190927.0
BMW I,0AW4000S,20191009.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20191128.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20191214.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20191223.0
BMW I,0AW40000,20191231.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
OPEL,A1EA5AA1,20190821.0
BMW I,0AW40000,20191011.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20190927.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191025.0
AUDI,QE1QE1G1Z01RT11B200GABEM0,20191220.0
BMW I,0AW40000,20191231.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
OPEL,A1EA5AA1,20190821.0
BMW I,0AW40000,20191011.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20191207.0
BMW I,0AW40000,20191227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191228.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
OPEL,A1EA5AA1,20190823.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191112.0
BMW I,0AW40000,20191221.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
OPEL,A1EA5AA1,20190823.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,20190828.0
BMW I,0AW40000,20191003.0
BMW I,0AW40000,20191224.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
BMW I,0AW40000,20191011.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,20190830.0
BMW I,0AW40000,20191029.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20190503.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20191026.0
OPEL,A1EA5AA1,20191128.0
BMW I,0AW40000,20191230.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
OPEL,A1EA5AA1,20191129.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191212.0
BMW I,0AW40000,20191223.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191230.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N0,20190830.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,20191031.0
OPEL,A1EA5AA1,20191130.0
OPEL,A1EA5AA1,20191216.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20191216.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191228.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,20190329.0
OPEL,A1EA5AA1,20191128.0
OPEL,A1EA5AA1,20191216.0
BMW I,0AW40000,20191231.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191123.0
OPEL,A1EA5AA1,20191128.0
OPEL,A1EA5AA1,20191211.0
OPEL,A1EA5AA1,20191220.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191231.0
BMW I,0AW40000,20191230.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,20190828.0
OPEL,A1EA5AA1,20191128.0
OPEL,A1EA5AA1,20191211.0
OPEL,A1EA5AA1,20191231.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191230.0
BMW I,0AW40000,20191230.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
OPEL,A1EA5AA1,20191128.0
BMW I,0AW40000,20191231.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
BMW I,0AW40000,20190430.0
OPEL,A1EA5AA1,20191128.0
OPEL,A1EA5AA1,20191219.0
AUDI,QE1QE1G1Z01RT11B200GABEM0,20191231.0
BMW I,0AW40000,20191231.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20190930.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191111.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20191106.0
OPEL,A1EA5AA1,20191129.0
OPEL,A1EA5AA1,20191220.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191223.0
BMW I,0AW40000,20191223.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191003.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191111.0
OPEL,A1EA5AA1,20191129.0
OPEL,A1EA5AA1,20191230.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191221.0
BMW I,0AW40000,20191219.0
OPEL,A1EA5AA1,20191224.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191219.0
BMW I,0AW40000,20191220.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190905.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190912.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20191211.0
OPEL,A1EA5AA1,20191221.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191219.0
BMW I,0AW40000,20191227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190914.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191009.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20191227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191230.0
BMW I,0AW40000,20191223.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191220.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191206.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20191213.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191223.0
OPEL,A1EA5AA1,20191220.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
BMW I,0AW40000,20191227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191220.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191009.0
OPEL,A1EA5AA1,20191219.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191220.0
BMW I,0AW40000,20191230.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191227.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191230.0
OPEL,A1EA5AA1,20191219.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,20191224.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,20190930.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1BVR0NA,20191209.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191211.0
OPEL,A1EA5AA1,20191219.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191230.0
BMW I,0AW40000,20191227.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20190930.0
BMW I,0AW40000,20191106.0
BMW I,0AW40000,20191105.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191227.0
BMW I,0AW40000,20191223.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N0,20190914.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML1AVR0NA,20190926.0
BMW I,0AW40000,20191009.0
AUDI,QE1QE1G1Z01RT11C210GABEM0,20191025.0
